comment,true_label_id,true_label,pred_label_id,pred_label,anger,anxiety,fear,grief,sadness
am sri lanka am living uk since move here my family feared my life during civil war saddens me think sri lanka can t just develop grow instead such big target my heart goes out everyone,3,grief,2,fear,0.010379873,0.0071125533,0.92070717,0.022244299,0.0395561
malaysia islam buddhist hindus christians other relegion leaving peace here those who using violence killing church bom blast civiliance acceptable,4,sadness,0,anger,0.29972133,0.05843307,0.09340125,0.26879108,0.27965325
muslims will grow more than twice fast overall world population between 2015 2060 second half century will likely surpass christians worlds largest religious group christian countries must take precaution,3,grief,2,fear,0.02641418,0.055654287,0.8485086,0.03376315,0.035659857
know what religion behind every year middle east now sri lanka,2,fear,3,grief,0.18791637,0.21382146,0.07245944,0.27071065,0.25509208
my condolences your brother eritrea,4,sadness,3,grief,0.006100307,0.006039765,0.006615641,0.95371866,0.027525619
s bad enough already much violence other parts world now,4,sadness,3,grief,0.13172995,0.0140410075,0.13597834,0.40946773,0.3087829
singhalese buddhist must responsible attack well trained,3,grief,0,anger,0.5272972,0.061060652,0.21440443,0.04896683,0.14827088
evil live among us,0,anger,3,grief,0.22491625,0.0056055714,0.10570834,0.44080347,0.22296633
ahhhh come s just some people doing something,0,anger,1,anxiety,0.011312462,0.9492834,0.01197411,0.010452016,0.016977943
maybe western religions like christianity just aren t welcome sri lanka,3,grief,4,sadness,0.08898359,0.06722748,0.041145846,0.3500651,0.45257798
diversity never been strength human history multiculturalism what joke,0,anger,1,anxiety,0.09320872,0.763325,0.032322384,0.06303491,0.04810898
obviously islamic terror attack,0,anger,2,fear,0.07105422,0.008976503,0.89967465,0.010632443,0.009662148
who,2,fear,1,anxiety,0.021550542,0.5439459,0.049371567,0.27132326,0.11380872
awful families children celebrating holiday about life resurrection would killed church reminds me too much about new zealand mosque attack world going crazy my prayers all those affected atrocity,3,grief,2,fear,0.012042665,0.009776976,0.9479601,0.01184724,0.01837308
am sorry slam peace terrorist sri lanka,2,fear,3,grief,0.05002476,0.0057498417,0.023554888,0.67978126,0.2408893
terrorism no religion,4,sadness,2,fear,0.061646923,0.009351292,0.8998558,0.018676883,0.010469175
careful islam dangerous,0,anger,2,fear,0.10916697,0.013330422,0.8528884,0.011040996,0.01357316
scanning bag could ve avoided,2,fear,1,anxiety,0.052559037,0.6624721,0.19990785,0.031729016,0.05333192
al jazeera thank,4,sadness,1,anxiety,0.018897802,0.9120786,0.015275199,0.032429423,0.021318931
can only take wild guest what religion responsible,0,anger,1,anxiety,0.034596726,0.81798196,0.09199755,0.022156933,0.033266813
like always islam peaceful religion,1,anxiety,0,anger,0.5155993,0.36672983,0.026947899,0.047888737,0.042834315
scale bloodshed recalled worst days sri lanka s 26 year civil war which tamil tigers rebel group ethnic tamil minority sought independence buddhist majority country tamils hindu muslim christ,3,grief,2,fear,0.16340005,0.01811238,0.4365172,0.17192729,0.21004306
islam preaches murder disbelievers allow mosque built allowing place preach quran which contains lot violence,3,grief,0,anger,0.4585263,0.015009872,0.37604624,0.09573208,0.054685473
islam religion peace u,2,fear,0,anger,0.5718951,0.22579122,0.02080915,0.12097671,0.06052778
typical lousy reporting msm victims don t fit their narrative thus less than minute video horrific attack peaceful christians easter bet nbc won t say anything about islamic extremists,3,grief,2,fear,0.041170005,0.016704451,0.8624371,0.052939817,0.02674854
my heart prayers goes dear brothers sisters books pray allah he will protect us all punish those who responsible,4,sadness,3,grief,0.015350331,0.012850192,0.039819658,0.8339903,0.097989514
god bless prayers out everyone involved awful,2,fear,3,grief,0.010529823,0.038682528,0.07393923,0.83100384,0.045844536
time call holy jihad against islam,0,anger,2,fear,0.29311487,0.01782382,0.5706161,0.06739727,0.05104792
r p those lost their lives during such important season esther coward terrorist should eliminated,3,grief,2,fear,0.14053953,0.014497203,0.55918837,0.22301693,0.06275801
just like everyone went heaven amen,3,grief,1,anxiety,0.011579354,0.83667296,0.011343321,0.06916134,0.07124303
terrorism no religion living heading towards horrificall time,1,anxiety,2,fear,0.020935487,0.00523157,0.9439989,0.014175771,0.015658306
what terrible event why people such things inhumane,4,sadness,2,fear,0.02252698,0.007896901,0.8957386,0.038047444,0.035790097
many good people gone,4,sadness,3,grief,0.13496637,0.024101058,0.018755332,0.48863,0.33354732
biased media doesn t showing names involved terror isnt example biased hypocrisy,2,fear,0,anger,0.555885,0.077600576,0.27374086,0.07645002,0.016323619
no need stupid music,0,anger,1,anxiety,0.2872395,0.41840795,0.023948908,0.08850848,0.18189518
whoever wether muslims worthy called human how could take lives innocent people nothing any political religious shit,3,grief,0,anger,0.36789396,0.046371475,0.07634328,0.35380965,0.15558161
few know buddhism gave world kunfu karata though s peaceful religion can deadly violent well pushed corner,0,anger,2,fear,0.18998022,0.015874501,0.69648075,0.03410023,0.063564226
thought trump said he defeated isis,1,anxiety,0,anger,0.5067336,0.3130179,0.092611566,0.050231807,0.03740512
pray families all those lost loved ones pray healing s speedy recovery those injured definitely demonic may god your families lord mercy our souls,2,fear,3,grief,0.00743373,0.010127961,0.019918187,0.9267401,0.035779905
religion peace,1,anxiety,0,anger,0.5226475,0.13606033,0.019127086,0.24834974,0.073815465
my fianc currently india work he just happened pick day before sri lanka bombing fly out goa couple days goa almost right next sri lanka he there when happened he asked me day he shou,3,grief,1,anxiety,0.04187401,0.6977082,0.18367879,0.051352195,0.025386864
my condolances all families people effected sad tragic day sri lanka praying sri lanka texas usa,4,sadness,3,grief,0.0074960208,0.006394533,0.012987715,0.870987,0.10213476
very good im impressed,0,anger,1,anxiety,0.03568288,0.90580136,0.018358314,0.014798553,0.02535889
people think muslims again then like watching old hollywood movie which people blaming butler murder,1,anxiety,0,anger,0.3992749,0.25572807,0.19708845,0.10376906,0.04413953
who cares move religions want kill each other let um hopefully all vanish,2,fear,1,anxiety,0.23958905,0.35988384,0.1984891,0.15699962,0.0450384
religious extremists now know palnned current government srilanka rajapaksha family regain power,3,grief,0,anger,0.46865597,0.039817713,0.19591695,0.11164368,0.18396577
just cause collection plates church running low shutting down media take extreme measures,3,grief,1,anxiety,0.06833471,0.46884394,0.2555887,0.09893958,0.10829313
stand solidarity our sri lankan brothers sisters their hour grief whoever may punished severely,4,sadness,3,grief,0.019657575,0.0059959204,0.018088117,0.723716,0.23254243
muslims please stay away us,2,fear,0,anger,0.31118676,0.021698609,0.13206506,0.2636037,0.27144587
yet another reason should all conceal carry guns prevent ourselves being murdered these radical murderers who protected,0,anger,2,fear,0.07092177,0.028971046,0.87111795,0.01628227,0.012706957
like fact comments filled people brain,1,anxiety,0,anger,0.46012017,0.3082197,0.051897027,0.11728166,0.062481474
hope those terrorists get caught executed publicly,0,anger,2,fear,0.2216397,0.090259805,0.66200435,0.015942646,0.010153462
terrorist some serious brain problem,0,anger,2,fear,0.22543086,0.03048709,0.7082123,0.017627785,0.018241912
condemn iss isi pakistan both indulged massacr,0,anger,3,grief,0.12488736,0.010335257,0.036320165,0.6707653,0.15769199
know who man dark hair brown eyes blue shirt black trousers wearing sandles,0,anger,1,anxiety,0.29901397,0.45643812,0.101891115,0.07542859,0.0672281
my rock my fortress therefore your name s sake lead me guide me,2,fear,1,anxiety,0.10255726,0.41052198,0.24611293,0.11966338,0.121144466
my heart broken love pakistan,3,grief,4,sadness,0.015854526,0.003106535,0.009887227,0.26196313,0.7091885
watching makes me real angry,0,anger,4,sadness,0.015406208,0.007933443,0.008204624,0.027968017,0.94048774
how devastating these innocent people especially churches,3,grief,4,sadness,0.018465078,0.005230734,0.22295703,0.36886707,0.3844801
everyone knows zeonism israel,3,grief,0,anger,0.7961321,0.054072246,0.06782072,0.05705481,0.024920125
see use word minorities were terrorist sue them race baiting hate murder didnt dont live there sorry your loss,0,anger,2,fear,0.28929934,0.018806867,0.41861668,0.21460964,0.058667418
what heard right foreign intelligence agency warned sri lankan police commissioner attack imminent he didnt act then his head should roll,0,anger,2,fear,0.05256606,0.012926909,0.9110261,0.010744261,0.012736646
all coming mosque ban all over world,0,anger,2,fear,0.30315745,0.09268258,0.53141236,0.039750114,0.032997433
my prayers all christians sri lanka who victims terror attacks,2,fear,3,grief,0.017501008,0.019355156,0.13877153,0.7678547,0.05651766
its 80 its now 140,3,grief,1,anxiety,0.09062646,0.52527803,0.048700023,0.20408809,0.1313074
all those people jesus right now,4,sadness,3,grief,0.04049712,0.037904747,0.012837805,0.69221616,0.21654418
m buddhist agree buddhist monk he said name one country whose probs caused radical islamists just look what happened easter sunday s quite obvious there problem one ideology causing much,0,anger,1,anxiety,0.25187036,0.37915456,0.14743657,0.09203434,0.12950423
terrorism no religion must stopped there no place terrorist,0,anger,2,fear,0.040456485,0.010914241,0.92298347,0.013941113,0.011704671
somebody put tnt egg im joking moment peace these poor people,3,grief,0,anger,0.80517685,0.088974506,0.037057646,0.050823413,0.01796765
guess notre dame terrorist act also don t believe cover up france will pushing,0,anger,2,fear,0.24789643,0.09542267,0.6325852,0.015674092,0.008421493
peaceful community spreading peace,3,grief,0,anger,0.4626767,0.45301238,0.015536804,0.039000846,0.029773198
remove pakistan world map world will peaceful,0,anger,1,anxiety,0.23253585,0.67683756,0.025599731,0.032511238,0.03251551
about time banned religion all around globe,2,fear,0,anger,0.63855565,0.021477403,0.0940519,0.14929083,0.09662423
ve been alone nearly my entire life,3,grief,4,sadness,0.0097404225,0.010051476,0.028984867,0.09180449,0.8594188
won t blame religion peace,2,fear,0,anger,0.4455182,0.30786398,0.038851302,0.12106387,0.08670268
hope authorities give more information our prayers victims their families thanks dw coverage,3,grief,1,anxiety,0.010622841,0.5652823,0.059030123,0.31487852,0.050186217
my condolences all who lost loved ones am impressed their police knowing where go make arrests fast although 3 policemen lost their lives too still impressed were able zero making arrests quickly,1,anxiety,3,grief,0.012898954,0.07995553,0.029104752,0.82413363,0.05390716
isaiah 59 1 amen,4,sadness,3,grief,0.015521588,0.0675836,0.016900357,0.45523283,0.4447616
religion sri lanka buddhist 70 hindu 13 muslim 10 christian 7 other 0 04 source census population housing 2011 298 these stats were tolled 2011 number will risen 12 least more now result ther,3,grief,4,sadness,0.18953502,0.20422362,0.19209757,0.2028048,0.21133903
say muslims peaceful time fight back,3,grief,0,anger,0.7920368,0.025108648,0.06755955,0.0631139,0.052181087
no doubt my mind those who were behind christchurch terror al aqsa mosque fire notre dame cathedral fire now tragedy sri lanka 100 same people,1,anxiety,2,fear,0.036189537,0.010068161,0.8815367,0.043531086,0.028674508
only attack christians attack freedom press first amendment here home sad day freedom around world,4,sadness,3,grief,0.035125557,0.010132908,0.04786542,0.54831296,0.3585631
sorry sri lanka rip those lost terror,3,grief,4,sadness,0.02584107,0.005333176,0.29135892,0.30957302,0.36789387
while studying quran madrasa person can fly full airport full,0,anger,1,anxiety,0.2685947,0.4272952,0.20977426,0.041804817,0.052531023
each muslim zahran hachim town religious guy mouhamad zoubeir practicing takiya wake up please,2,fear,0,anger,0.47488064,0.034998592,0.36309886,0.0653586,0.06166335
